,ag2508.SF,al2507.SF,ao2509.SF,au2508.SF,br2507.SF,bu2509.SF,cu2507.SF,fu2507.SF,hc2510.SF,ni2507.SF,pb2507.SF,rb2510.SF,ru2509.SF,sn2507.SF,sp2507.SF,ss2507.SF,wr2510.SF,zn2507.SF,a2509.DF,b2508.DF,bb2511.DF,c2509.DF,cs2507.DF,eb2507.DF,eg2509.DF,fb2510.DF,i2601.DF,j2601.DF,jd2507.DF,jm2509.DF,l2601.DF,lg2507.DF,lh2509.DF,m2601.DF,p2601.DF,pg2507.DF,pp2509.DF,rr2507.DF,v2601.DF,y2601.DF,AP510.ZF,CF509.ZF,CJ509.ZF,CY509.ZF,FG509.ZF,JR507.ZF,LR507.ZF,MA509.ZF,OI509.ZF,PF507.ZF,PK510.ZF,PM507.ZF,PR507.ZF,PX509.ZF,RI507.ZF,RM509.ZF,RS507.ZF,SA509.ZF,SF509.ZF,SH509.ZF,SM509.ZF,SR509.ZF,TA509.ZF,UR509.ZF,WH507.ZF,ZC506.ZF,lc2507.GF,ps2507.GF,si2507.GF,sc2507.INE
c2509.DF,-0.05038027064498008,0.06795229528109906,0.04602274239961883,0.013902108882588441,0.12614011391816138,0.11904883817030114,0.06865278075722163,-0.015861873232606193,0.14409512891980356,0.059156985784959724,-0.027955437129309032,0.16778167126858748,0.23493895337998164,-0.06027793741754376,0.1901989504836135,0.16612600573663347,0.0534691381010963,0.07209204226425404,0.4152698079653056,0.3247446666616046,-0.034114196048047454,1.0,0.8384085058074047,0.08757094991401748,0.17795528649162295,0.0474394871366721,-0.004885594299644056,-0.000556833389446564,0.18504204142027905,0.3312475768439151,0.13779790944377984,0.1189686447879165,0.0333252646283922,0.20385995871036627,0.012047714802438783,-0.040114266271613325,0.13693112729358614,0.06793372777958466,0.09765713005023284,0.10078156551987263,0.19864018930880317,0.15260770237285798,0.20337904653980865,0.08898307201690184,0.29920138217414993,,,0.17598374798783342,0.18906553790222966,0.16258412923554866,0.12581084178733068,,0.16169352800300069,0.10425784451261344,,0.36776203170310634,0.13546125611366136,0.389234851042724,0.2795155151330107,0.18833090691481413,0.3362591566682748,0.04730431118677345,0.13153140228354232,0.2290457211147282,,,0.2568658725818479,0.2368406388399952,0.2787213754148961,-0.09136194727015036
cs2507.DF,0.036115885703533815,0.13018294366083297,-0.0030785984554489664,0.031348651488949615,0.10435012645939234,0.05191530478906189,0.10267432730642823,0.00783457642040315,0.17763796278063643,0.15447081167517485,0.035302162516756996,0.19389636990062978,0.23436468391043547,-0.033399398058045884,0.1964328115310227,0.17136180070469922,0.13721399412098406,0.06218459158188891,0.42924528782198995,0.28751993691515343,-0.09407517426516031,0.8384085058074047,1.0,0.05474405289519105,0.13544781606291434,-0.09617312632015426,0.04231257593418705,0.05462735556635562,0.21762491700534106,0.2951467740303877,0.0923495625722056,0.10572540838636872,0.03696832549436723,0.19418230238309622,0.03829215782947758,0.02432007151965709,0.13391780611503817,0.09763684314277017,0.051461732934359794,0.18737985860960674,0.24251289184006392,0.15127710626338675,0.21374987421425432,0.04444722939196585,0.24228802502614943,,,0.1811029416989585,0.25626137369271934,0.0792943964383893,0.12888260336414778,,0.16156532979783778,0.07084142082388205,,0.33220125238848963,0.09551574293058482,0.30510793313659956,0.2502724453687927,0.14362087962574352,0.2005190730867975,0.04211289468724788,0.12670347642972166,0.28946184404824093,,,0.16638840842933847,0.1827429269399167,0.25604368515335313,-0.06993529549070775
eb2507.DF,0.17476775954695145,0.44000599768764587,0.22730597935328967,0.003327991762361413,0.4984987345272046,0.46260119913303804,0.42507402054870114,0.4888336900762651,0.39258479909229577,0.2695695341175253,0.23769966331890202,0.3886752910009977,0.4605398944132467,0.27399178451046075,0.45095561095066156,0.38778194582663356,-0.04973895364007489,0.32666950061918015,0.026594115656444796,0.13287355087159683,0.06447147954999637,0.08757094991401748,0.05474405289519105,1.0,0.7115166177023943,-0.3154221955038296,0.536458833229869,0.3586258111441866,0.030018886950641668,0.3602290645373952,0.7577781702575981,0.32078702854161584,0.0021398079816496037,-0.004399034494358412,0.4701622606297488,0.29524550897295915,0.6734696960226781,-0.030385877961106936,0.5035055113777303,0.41748632932711854,0.07289730793713141,0.4928800450834336,0.16728095274379667,0.5505200316264397,0.25449284471425737,,,0.6231675362659556,0.1840915162648797,0.6311226760803744,0.2331841970152349,,0.6445040103920799,0.7067368033562947,,-0.002400022031633612,0.05069678329380057,0.24289085830568,0.3442866152093502,0.3215551424295826,0.27152496948141225,0.24235353499000886,0.6991838859970946,0.18187202936062033,,,0.1689329331782836,0.3223572035987092,0.20055283825543477,0.45269274596826803
eg2509.DF,0.18256866911176897,0.4810585643610899,0.21501594666088708,-0.04356421222256382,0.5179595002881872,0.5490501497729549,0.5532295968805212,0.49527967682598006,0.5251895245240744,0.42131027420836,0.3694706527363886,0.5031302340032787,0.5765943970611332,0.3602926373980506,0.44988574819505556,0.5515550828836796,-0.07880565118045711,0.5306398999309626,0.02009674997936138,0.05804838048652151,0.11563538845333586,0.17795528649162295,0.13544781606291434,0.7115166177023943,1.0,-0.14068920013640843,0.5694819520551875,0.3490047338188324,-0.010181907035156625,0.4416299846433553,0.7929159959474039,0.15792652480704578,0.052917180607869485,-0.0625016311613989,0.41113083283007623,0.35253899769791514,0.7399493631639522,0.05241283439394634,0.5509870718554872,0.3544190767256719,0.07267690443598508,0.5260948369234884,0.23163090435791578,0.5050567478393073,0.33252836810514413,,,0.7304071505356597,0.17685184250688446,0.7630502813296476,0.24096036670208676,,0.7308991683248723,0.7354870936576114,,0.009967032625131995,0.06691680750943926,0.2947569768961298,0.45004220932746897,0.3329856275811815,0.3713262918686478,0.3061116942238527,0.7430037610960114,0.20412242981853135,,,0.26862181542230573,0.3108271466568416,0.3656040244164734,0.43237862031447527
fb2510.DF,-0.05978230477074853,-0.2539330009603148,-0.028113307426744543,0.035228153327087744,-0.22949704398908174,-0.07813390485723254,-0.18036427550964007,-0.06428293108266413,-0.19073755007538984,-0.18250739632266186,-0.15339692400132116,-0.21263632142068828,-0.21508421617543774,-0.06057271265779483,-0.17022930408828083,-0.11367688991652132,0.02058873729567524,-0.19477467743535862,-0.10961444964163489,0.04260032657274229,0.08898765872385296,0.0474394871366721,-0.09617312632015426,-0.3154221955038296,-0.14068920013640843,1.0,-0.24886319717286431,-0.18492364567565092,-0.02447022841280105,-0.11507567711884459,-0.15873303727426402,-0.20807070327969127,-0.009880656764332826,0.046340641632246875,-0.03109061087168544,-0.01947721406737638,-0.16366288174043553,0.04160178639114348,-0.10186688388793685,-0.008901798925477399,-0.14268363094731668,-0.23638677063760025,-0.11293242852574624,-0.19026507967139863,-0.16878697362240738,,,-0.12970909681406606,0.028396152314681407,-0.1710631864870327,-0.053616352490955935,,-0.19366982652376688,-0.15770357412913663,,0.01672750504129836,0.011026158177940278,-0.08316769570153329,-0.09459024462785613,-0.25563059869673593,-0.021425836330610036,-0.15364757442912932,-0.16034209820263748,-0.17653174995260837,,,-0.050047440523551395,-0.23151306850224376,-0.08290786417440182,-0.10162577604472788
i2601.DF,0.23177204676806124,0.4950534521400663,0.2798729525801537,-0.04119357683971903,0.4476586903754024,0.4408733914626366,0.5003308853843238,0.4469414080777613,0.787148659679622,0.4197095145073513,0.3425371374360392,0.7788243630244314,0.5577808901187425,0.4182715773904885,0.327600360041782,0.5135616418652983,0.02477807045154743,0.5389403654683864,-0.06495938183503977,-0.10736144728220519,0.03251836407424972,-0.004885594299644056,0.04231257593418705,0.536458833229869,0.5694819520551875,-0.24886319717286431,1.0,0.5588854905996706,-0.07042737196669838,0.574937733348605,0.5561145786426428,0.48545389842726205,-0.03465139817865188,-0.22987454353450354,0.30387301508690134,0.3918478025013494,0.5837603328813158,0.10204565970279779,0.5113515041458788,0.23552923825451327,0.18501614394174085,0.5016810137896627,0.3224346904357349,0.4822946029931635,0.5383786574550754,,,0.5382243033738475,0.10779109029333646,0.5831927850479806,0.24684803000867359,,0.48270368729261837,0.5307262961519652,,-0.13587626745922693,0.017018582836861505,0.5465985391968501,0.4159603987116973,0.39107694999865134,0.41510162352674,0.47191173586255364,0.5335825023837995,0.19064609704204824,,,0.30634607061189617,0.39834267133387735,0.38459231886663303,0.41989441716307163
j2601.DF,0.06510699991745426,0.38559234829257316,0.3675849003793574,-0.1782326951726294,0.34988300973317393,0.24428794494329895,0.3336857572240586,0.2741891347924694,0.7042737995442089,0.2741992418029889,0.23996599434359983,0.7140446700317995,0.41908367417607517,0.2937765030520642,0.1676403359020249,0.43298040655218073,0.19408458837348863,0.5047211547225875,-0.006613631520547625,0.09134591688830382,-0.05438295670680685,-0.000556833389446564,0.05462735556635562,0.3586258111441866,0.3490047338188324,-0.18492364567565092,0.5588854905996706,1.0,0.026324304138004642,0.7855944419918678,0.47923511437161875,0.3929594228619513,0.04268123988052212,0.017380459454508102,0.2026453246974498,0.2878603573759699,0.5151719790842235,0.08313721478962584,0.5378776150622105,0.1440535489122105,0.0799307913032918,0.2961064204099644,0.39034452779768136,0.31520245572802547,0.5436717319925776,,,0.39357331016894676,-0.024576289740250633,0.423412144020306,0.0982748320517477,,0.30121015493961756,0.3382519059982775,,-0.029568556455517096,-0.024164297363902187,0.6610914485991043,0.4937026426175154,0.21159621508302756,0.428430239313858,0.35437461638644435,0.3297070007075438,0.21390479669631543,,,0.45046709086923997,0.38733525670723706,0.5439699628114036,0.31264644025750177
jd2507.DF,0.02490934899326164,0.08532448847439994,-0.01995018375819249,0.015535331294274778,0.03942339621184277,0.042941173302146654,-0.019572196191874218,0.03776482870267973,0.04277389057944442,0.05142620599878755,0.032720187651473116,0.06896746664677425,0.0025913273248608796,0.013374835056533802,0.1939775249406215,0.048061251096852046,0.14338659549210936,0.047452467658989576,0.21364500564218034,0.3073477265032647,-0.03966700578170136,0.18504204142027905,0.21762491700534106,0.030018886950641668,-0.010181907035156625,-0.02447022841280105,-0.07042737196669838,0.026324304138004642,1.0,0.07701399601973292,-0.05447385602540297,0.13273189514871309,0.16148726262771224,0.23532895866388914,0.047525365045340946,-0.11119401037554576,0.0680327891767116,-0.07408905732488152,0.002340643208686959,0.026311488938479437,0.0695635721688874,0.0005000127013791118,0.19392251577313305,-0.1498889372781792,0.1405372036552803,,,0.08955727224460966,0.13524578842452858,0.01869550561332072,0.09423572395286749,,0.02038667870514075,-0.051910315114978026,,0.2183831587069266,-0.016958644241883595,0.14278175648686073,0.17092546709575598,-0.027641325550091467,0.12568524628802957,0.021881514066634467,-0.014301584430722289,0.04283760735049347,,,0.1091977640105046,-0.012284513502402632,0.10245216724488598,-0.10216850376308918
jm2509.DF,0.15359520309090516,0.3635538099951327,0.21060726080237807,-0.1551916501045001,0.3705643522715281,0.25391356129418735,0.3754467380336631,0.21174615534252977,0.704754886834293,0.3628076160335565,0.18606549810149706,0.6872928830271942,0.5438139829470077,0.2036060986237654,0.31847164539649186,0.48400114928596494,0.13657067349362562,0.45243983807935284,0.11464110785828513,0.19583610088306047,-0.09167019283950577,0.3312475768439151,0.2951467740303877,0.3602290645373952,0.4416299846433553,-0.11507567711884459,0.574937733348605,0.7855944419918678,0.07701399601973292,1.0,0.5181844727796302,0.3188067295906285,0.04055401036011877,0.030769385234650476,0.26193379693734903,0.14965340805622504,0.524872988067783,0.08393074624785579,0.6440493961578472,0.2620099833506446,0.15922430530717688,0.340555388341191,0.43692901815944907,0.3105497938875613,0.657216981282446,,,0.4448199770409048,0.08202309153386828,0.4261957482607451,0.14169543997289347,,0.4263091075915645,0.39658088771601807,,0.10106616731661389,0.006824519833374958,0.6571340327042294,0.5979077955575327,0.3523698567411693,0.5719013802936104,0.2734561361937061,0.41690190066254523,0.3505487505738344,,,0.44247535192191584,0.41749555461423676,0.434531297151491,0.15911198959503262
l2601.DF,0.35602247520200264,0.6872157371138455,0.3260317851452771,-0.06035842582755061,0.6634721630490051,0.6617974179761629,0.6897167493575159,0.6423720254130888,0.6278610603234062,0.5274547172721378,0.487318951815654,0.6263686694080344,0.6312643830577123,0.5550719668278616,0.5734506985264526,0.6447033475565788,0.033237261772768555,0.6341680238035989,0.031526656080722706,0.18291757033154352,0.0654383786588742,0.13779790944377984,0.0923495625722056,0.7577781702575981,0.7929159959474039,-0.15873303727426402,0.5561145786426428,0.47923511437161875,-0.05447385602540297,0.5181844727796302,1.0,0.34115709668333616,0.08704424257455928,0.04098709505659198,0.5594596570859328,0.6083095940345327,0.8932637063294864,0.0742364809397883,0.7028154293579663,0.5159652575099023,0.19520441458406282,0.7215099983409775,0.3503080785330274,0.6890084107487369,0.4380045260014016,,,0.8283093446808938,0.353392626367571,0.7400118312302432,0.32794043578679793,,0.761140679845654,0.7194672617124032,,0.03234490099131311,0.1655095997786685,0.4755024570636322,0.5045780956450662,0.2887074743872174,0.2966575887249449,0.4917621664086358,0.7266873061000194,0.12050398055756457,,,0.3460083858717997,0.3254876739516485,0.45639798946373433,0.6222647751369242
lg2507.DF,0.1798543597110321,0.19848453742633346,0.21350593130047277,-0.015063979695462087,0.23978265815603994,0.2180623043116748,0.2038582398417607,0.27834341529097134,0.34678448791109356,0.22242272941248367,0.0903927177382952,0.3427791287958019,0.19082798624854289,0.15797979682953994,0.2562983364517696,0.1704524786292831,0.14296773005995733,0.17669555824195665,0.02295535690554703,0.10816349862594071,-0.06848150774524533,0.1189686447879165,0.10572540838636872,0.32078702854161584,0.15792652480704578,-0.20807070327969127,0.48545389842726205,0.3929594228619513,0.13273189514871309,0.3188067295906285,0.34115709668333616,1.0,0.02399652771026019,-0.030587354266325615,0.278814174528509,0.20443836508068428,0.2838700369513278,-0.0902712690734568,0.33546560420706895,0.23835115496675682,0.14663189172521005,0.27915867757215784,0.2201239550928732,0.22412326169484437,0.3108796060755493,,,0.24012834321310883,0.05887314607741796,0.21003227882652714,0.1573637921303323,,0.24113767566623254,0.24886350609440713,,-0.04880354225759373,0.11594393512701047,0.2735648223771672,0.2500318071938432,0.25545175473742654,0.27174556163482794,0.17193588726043157,0.23509305856881885,0.17058743424498957,,,0.20186376017237548,0.2255941568305006,0.23500998010712934,0.23460622211672258
lh2509.DF,0.026498713584638352,0.08606692838490339,0.024068526238327583,0.0234522308270074,-0.04385323653091317,0.010385847591663682,0.03797743375289246,0.022396465248988424,0.010597356885163445,0.07775694206900567,-0.008652337338922554,0.02487384064188957,-0.04272774935245913,0.045585254985510575,0.14721598166844965,-0.03168288792989274,-0.03266559181233553,0.040075941169796916,0.1553324302555086,0.21382204321940895,0.02477206486699103,0.0333252646283922,0.03696832549436723,0.0021398079816496037,0.052917180607869485,-0.009880656764332826,-0.03465139817865188,0.04268123988052212,0.16148726262771224,0.04055401036011877,0.08704424257455928,0.02399652771026019,1.0,0.2675207211787581,0.02748864501274924,0.07391559837653108,0.04210480666301634,0.17249878131001625,0.1597068458808655,0.12417718902708587,0.03335948261182161,0.005349701699546906,0.10389926016164437,-0.0391647180609429,0.044024142953937286,,,0.0550719836248661,0.10236364628626857,-0.055845326965633914,0.07864481436917449,,-0.03850872767402027,-0.015818849676550523,,0.14984802900641697,0.09061240600675528,0.04596768520700346,0.022291091479834907,0.06782959505606921,-0.052681564649596425,0.08737646689888341,-0.02464272683666685,-0.014083643730496823,,,-0.0023824837851754168,-0.046420836576630424,0.0960847815333589,0.053522255051589494
m2601.DF,0.16360975829373237,0.0525437215192225,-0.07797230876169724,0.11817143486664146,-0.05096724933999133,-0.0595191840324808,-0.07169706241591922,-0.049486686313718005,-0.1418277135351382,-0.09160099271577943,0.04292481887747332,-0.086371006790518,-0.14663162776690436,0.12115702791594153,0.12792280620279753,-0.13152215426190073,0.1598863791468273,0.04512308381150686,0.5415123706944633,0.9031073796910684,0.04552694328960057,0.20385995871036627,0.19418230238309622,-0.004399034494358412,-0.0625016311613989,0.046340641632246875,-0.22987454353450354,0.017380459454508102,0.23532895866388914,0.030769385234650476,0.04098709505659198,-0.030587354266325615,0.2675207211787581,1.0,0.1436957107035422,-0.014329948884570235,0.006967160235099534,0.07008745778979483,0.08186902874610898,0.2444519041252281,-0.06116211920915935,-0.014250183374328814,-0.018333277516254038,-0.05717729940938634,0.08600930114205281,,,0.04275802645383612,0.3660983188193042,-0.202249324827917,0.1391636592362567,,-0.11094393557111362,-0.15966319975527113,,0.6942187217198018,0.23344815524786802,0.07571738305831525,0.01619383203742681,-0.19272451915220484,-0.07976855513602135,0.05677869937820887,-0.1585148972821176,-0.2990370669237114,,,0.03039945835143331,0.08933435875733009,0.16482331640472633,-0.11543209272385947
p2601.DF,0.3824093956467533,0.52896936298927,0.10622261369702601,0.0832801422973557,0.3949184002717375,0.5886071147615782,0.43351666274437267,0.5892522616641224,0.3059254642494917,0.3221408397674526,0.370924042705355,0.2937432444401565,0.3618327744303766,0.44632245925093345,0.42319586468736703,0.32285112343764844,0.020470957919022297,0.40675197289608944,0.06724102938428764,0.3536545615885609,0.18654961522764385,0.012047714802438783,0.03829215782947758,0.4701622606297488,0.41113083283007623,-0.03109061087168544,0.30387301508690134,0.2026453246974498,0.047525365045340946,0.26193379693734903,0.5594596570859328,0.278814174528509,0.02748864501274924,0.1436957107035422,1.0,0.4713355894508694,0.5113441050453333,-0.125875094256818,0.250138326625865,0.8148835511596831,0.20835589589012776,0.49675791176816775,0.09316718823611327,0.45253192997027003,0.07803310837829802,,,0.4653099221512345,0.5931674217673849,0.46786720866695447,0.4698747167806434,,0.5152272907085856,0.5142073534194281,,0.061502684326092516,0.22226088220616264,0.20835386405650874,0.18616344411805202,0.050464605433300405,0.07778505431974914,0.37832721400393554,0.4951432138290338,0.04895172531819798,,,0.20290021784993478,0.1588579578807225,0.21900188937807055,0.5332113512018924
pg2507.DF,0.17106935132493806,0.24844106349908035,0.08710308999758003,0.13075452871239926,0.22192036533453485,0.48543500342697093,0.19262287271266784,0.5507652626726245,0.26603433806128374,0.22554909416180274,0.19328024499225882,0.2483092544575378,0.12571463831465052,0.3680770049886787,0.09101639027295302,0.2185357650767653,0.006010971137830862,0.2465654698091025,-0.11855518534794557,-0.012957498265054835,-0.08530541067353593,-0.040114266271613325,0.02432007151965709,0.29524550897295915,0.35253899769791514,-0.01947721406737638,0.3918478025013494,0.2878603573759699,-0.11119401037554576,0.14965340805622504,0.6083095940345327,0.20443836508068428,0.07391559837653108,-0.014329948884570235,0.4713355894508694,1.0,0.52126407350709,0.009884477848658327,0.3329913307074586,0.39964508412121075,0.07382821176851563,0.1264574118100263,-0.016797930922229923,0.2475645066599315,-0.004018041853305587,,,0.4075762610936395,0.17195050573702522,0.32645033350141256,0.18434882910650424,,0.37106112117943485,0.40723166941073663,,-0.05879505843855944,-0.09617506461571941,-0.18485260069722628,0.12149398605010146,0.0560768198324596,-0.08037399400720247,0.2600381366286173,0.4362683442423012,0.05367921937267895,,,-0.007867912861014624,0.019403232894507294,0.0982209943242631,0.6459548055017719
pp2509.DF,0.17306535289460148,0.5072073094272581,0.27693159041736637,-0.07184748927866734,0.4322563483349405,0.5956642223817591,0.46036085234551594,0.6061657873076,0.5972511327981289,0.44397087786357303,0.2880854068955657,0.5852426297734682,0.46046370997633823,0.28540975747772385,0.3938836802846233,0.5073636354444214,0.031996015917764485,0.548603362020767,0.03800513977847938,0.12456811847242191,0.06302693990120656,0.13693112729358614,0.13391780611503817,0.6734696960226781,0.7399493631639522,-0.16366288174043553,0.5837603328813158,0.5151719790842235,0.0680327891767116,0.524872988067783,0.8932637063294864,0.2838700369513278,0.04210480666301634,0.006967160235099534,0.5113441050453333,0.52126407350709,1.0,-0.06507731917597885,0.7684573666578889,0.472388045761354,0.10663150520277632,0.5255859730470133,0.2912947381892862,0.4050392584061723,0.4151051959301446,,,0.8139685550490764,0.21088952288276805,0.6319448262846209,0.22402002008998567,,0.6824434022604396,0.6469889191688297,,0.03679118857557187,0.041088567166508785,0.3315112155883709,0.504817492175649,0.321935023358408,0.3132826867349319,0.3698622891427018,0.7201777037324189,0.2832973724440618,,,0.33405287263164857,0.2869789806545894,0.37813706213201986,0.5088140026843285
rr2507.DF,-0.054990128141143235,0.041580744435011655,0.13429386990928724,-0.06343888750406036,0.04399652882821501,-0.04409619991181772,0.09026990233624906,-0.023822084684296974,0.023133687692818865,0.06253361552185074,0.029542871491812357,0.042592592511846925,0.10169373738996451,0.08284118542716,0.0034303491866655034,0.0017133067700256192,-0.056336911120447884,0.08600126636599885,0.09194368324209241,0.08486066929087858,-0.1083188332166357,0.06793372777958466,0.09763684314277017,-0.030385877961106936,0.05241283439394634,0.04160178639114348,0.10204565970279779,0.08313721478962584,-0.07408905732488152,0.08393074624785579,0.0742364809397883,-0.0902712690734568,0.17249878131001625,0.07008745778979483,-0.125875094256818,0.009884477848658327,-0.06507731917597885,1.0,0.12597538440672754,0.05633726538046236,0.1266152998596095,-0.10597957297950342,0.010559484541165017,0.03437065336818855,0.10297892317650278,,,-0.08736159274633372,0.05655881377664199,0.008347752043221012,-0.024125822664987303,,0.02233525599366054,-0.01622819946386903,,0.010802949808846671,0.04843879105279746,0.06728069235918137,0.07820388370560413,0.08831208023206022,0.061206300344282386,-0.02407624334146705,-0.06174584630383719,0.013204770476903315,,,-0.016694592547304224,0.14938920911209588,0.1013035144425741,-0.030340772603375872
v2601.DF,0.13911827677620756,0.49120705521842056,0.4938480408625471,-0.21878831980215555,0.40123253679277937,0.34781598207149955,0.41573944015006375,0.34519936384333927,0.5906747521036354,0.3858366108454274,0.2747322502768085,0.5963579287261119,0.46904375863641923,0.3139376034364888,0.3424432147078417,0.4489383721199237,0.03323631815455156,0.5128230171163739,0.031512345859020005,0.1321315072419474,0.025370063297972492,0.09765713005023284,0.051461732934359794,0.5035055113777303,0.5509870718554872,-0.10186688388793685,0.5113515041458788,0.5378776150622105,0.002340643208686959,0.6440493961578472,0.7028154293579663,0.33546560420706895,0.1597068458808655,0.08186902874610898,0.250138326625865,0.3329913307074586,0.7684573666578889,0.12597538440672754,1.0,0.3094940976441241,0.20765514808303281,0.5152594163658254,0.5347436835881463,0.46830978049061245,0.6253686784018102,,,0.6407746553635043,0.13806462221919202,0.47380618490813037,0.05077737810821327,,0.4805493927260089,0.45609116766595775,,-0.02422980409283455,0.06333388831351033,0.6502901322740828,0.5461146842141312,0.3609182527812306,0.3157606039212891,0.3324978061613542,0.4599473105950017,0.16556043573183013,,,0.47498593383179033,0.32811136123066725,0.5561601020691175,0.32648125318794596
y2601.DF,0.431704315398699,0.44332907047095904,0.13765461815726562,0.21142333327565296,0.3951183062982942,0.46894276966350534,0.4185048180400573,0.4937450981654438,0.2616874634792945,0.41589257479753844,0.313059591794476,0.2448107069233687,0.3384428354751976,0.4070267429776684,0.31072724201276847,0.33874844334671317,0.023586737184794662,0.39374669834963905,0.23411345006274284,0.5082221257774752,0.12017092511068077,0.10078156551987263,0.18737985860960674,0.41748632932711854,0.3544190767256719,-0.008901798925477399,0.23552923825451327,0.1440535489122105,0.026311488938479437,0.2620099833506446,0.5159652575099023,0.23835115496675682,0.12417718902708587,0.2444519041252281,0.8148835511596831,0.39964508412121075,0.472388045761354,0.05633726538046236,0.3094940976441241,1.0,0.24827537421835305,0.47937306318210565,0.1234503350804883,0.41029752318327917,0.12627136841674427,,,0.46399834167381526,0.698565264360238,0.3962868420502713,0.35219567370139726,,0.47574094579241716,0.46480424938146664,,0.088083238584975,0.30591237520139675,0.1611262238298444,0.21974009481529833,0.05268481859408091,0.0805606538435354,0.266806851168181,0.42841811087556536,0.12903618879857884,,,0.1811942691644444,0.12454948192229331,0.31147698048904265,0.44896766167913027
AP510.ZF,0.037847552557489256,0.18316943132978886,0.09249099326950212,0.093615470990535,0.1266954671858763,0.04823621069289044,0.18216690157462642,0.08497180882190268,0.18341343575609653,0.23435460928494783,0.08256440515662317,0.20608804469481304,0.16356092250116572,0.09381994973947716,0.1996327060826252,0.08876643918844539,-0.00928847619840625,0.28257667260122193,0.2184909688881657,0.13551317785014613,-0.11844206166688909,0.19864018930880317,0.24251289184006392,0.07289730793713141,0.07267690443598508,-0.14268363094731668,0.18501614394174085,0.0799307913032918,0.0695635721688874,0.15922430530717688,0.19520441458406282,0.14663189172521005,0.03335948261182161,-0.06116211920915935,0.20835589589012776,0.07382821176851563,0.10663150520277632,0.1266152998596095,0.20765514808303281,0.24827537421835305,1.0,0.16853567507979136,0.23149207218891726,0.1655908496798449,0.1887148062869436,,,0.06632214469283408,0.24658236748366877,0.029663945833818914,0.21087617996868294,,0.14326550943771502,0.06750022230097807,,0.08030443940968864,0.17220685807332423,0.20119831448570083,0.04025760204111138,0.05160121798881513,0.00648832495372815,0.15488375544523736,0.08060469957415713,0.0842410041592056,,,0.07121907614121745,0.11890562148705665,0.15241905909281978,0.0776991876816018
CF509.ZF,0.2767777689306461,0.5436629765156132,0.16419779004997645,-0.057926851419403805,0.39003625983316725,0.4024249818578221,0.5370187164585075,0.33678019305542367,0.447425373280414,0.34564707785409865,0.3911475171023811,0.42894814265748465,0.4986864085548856,0.21550735768206553,0.4270167982024155,0.3734179172635126,0.01084859432934,0.4824039078539973,0.14749668300132235,0.2566089110190398,0.031063869961111646,0.15260770237285798,0.15127710626338675,0.4928800450834336,0.5260948369234884,-0.23638677063760025,0.5016810137896627,0.2961064204099644,0.0005000127013791118,0.340555388341191,0.7215099983409775,0.27915867757215784,0.005349701699546906,-0.014250183374328814,0.49675791176816775,0.1264574118100263,0.5255859730470133,-0.10597957297950342,0.5152594163658254,0.47937306318210565,0.16853567507979136,1.0,0.35774453774780307,0.6118643750720378,0.2959554728556491,,,0.5111760079241568,0.28844269856381677,0.46396649371774684,0.41309305546360714,,0.5174464810673483,0.4586693322417084,,0.17251879302129133,0.1509842276048698,0.3778064723291707,0.2533007769545488,0.24308666917580107,0.2771690761805264,0.44293775104145816,0.5459316687895879,0.24790473396251755,,,0.3294248075547857,0.3427728540685406,0.2677600667096885,0.2903262394038054
